metric_record_id,study_cluster_id,source_screening_record_id,condition_set_id,tradeoff_id,metric_domain,metric_family_code,metric_name_reported,measurement_plane_code,validation_type_code,result_representation,comparison_operator,value_numeric,value_low,value_high,uncertainty_type,uncertainty_value,unit_reported,value_status,value_origin,normalization_status,normalized_value,normalized_unit,normalization_formula,normalization_input_ids,scenario_summary,baseline_comparator,comparison_group_id,metric_comparability_class,metric_comparison_admissibility_class,pdf_page,section_heading,table_id,figure_id,equation_id,verification_status,conflict_flag,schema_version,final_claim_status,final_survey_use_class,final_comparison_admissibility,cross_study_quantitative_comparison_allowed,final_reason_code,independent_human_status,source_workbook_sha256
MET-R10-SCR00979-002,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-PPM,,joint,slot_duration,Tested PPM slot-duration range,waveform,laboratory_experiment,range,between,,,,,,ps,reported,reported,not_normalized,,,,,Custom DTC limits,,,descriptive_only,insufficient_information,7,Experimental Parameters,Table 1,Figure 12,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-003,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-PPM,,joint,frame_size,PPM symbols per transfer frame,waveform,laboratory_experiment,scalar,eq,16000,,,,,symbols,reported,reported,not_normalized,,,,,128000 bits/frame,,,descriptive_only,insufficient_information,7,Experimental Parameters,Table 1,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-004,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-PPM,,joint,subframe_duration,PPM subframe duration,waveform,laboratory_experiment,scalar,eq,300,,,,,ns,reported,reported,not_normalized,,,,,Fixed across slot-duration tests,,,descriptive_only,insufficient_information,7,Experimental Parameters,Table 1,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-005,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-PPM,,joint,pulse_duration,Pulse FWHM,waveform,laboratory_experiment,scalar,eq,2.5,,,,,ns,reported,reported,not_normalized,,,,,Main experiments,,,descriptive_only,insufficient_information,7-8,Experimental Parameters; Preliminary Testing,Table 1,Figures 10-11,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-006,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-CARRIER,,joint,RF_carrier_frequency,Pulse-radar RF carrier,waveform,laboratory_experiment,scalar,eq,6.6,,,,,GHz,reported,reported,not_normalized,,,,,ARoF pulse radar,,,descriptive_only,insufficient_information,"5,7",Experimental Setup; Parameters,Table 1,Figure 5,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-007,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-FIBER,,joint,total_fiber_distance,Total long-link SMF distance,channel,laboratory_experiment,scalar,eq,40.8,,,,,km,reported,reported,not_normalized,,,,,20 km added each PPM direction plus 800 m base fiber,,,descriptive_only,insufficient_information,7,Experimental Parameters,Table 1,Figure 5,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-008,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-FIBER,,joint,optical_wavelength,Optical carrier wavelength,optical_front_end,laboratory_experiment,scalar,eq,1550,,,,,nm,reported,reported,not_normalized,,,,,IM/DD ARoF,,,descriptive_only,insufficient_information,"5,7",Experimental Setup; Parameters,Table 1,Figure 5,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-009,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-COMM,,communication,data_rate,Maximum constrained bit rate,system,laboratory_experiment,scalar,approximately_eq,5,,,,,Mbit/s,reported,reported,not_normalized,,,,,"Tsf=300 ns, Tbreak=20 ms, N=16000",,,descriptive_only,insufficient_information,"1,7",Abstract; Experimental Parameters,Table 1,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-010,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-COMM,,communication,bits_tested,Total transmitted bits,system,laboratory_experiment,scalar,eq,5120000,,,,,bits,reported,reported,not_normalized,,,,,40 frames,,,descriptive_only,insufficient_information,"5,7,9",Setup; Parameters; Data Transmission,Table 1,Figure 12,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-011,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-COMM,,communication,BER_lower_limit,Estimated zero-error BER lower limit,system,laboratory_experiment,threshold,less_than,5.86e-7,,,,,ratio,reported,reported,not_normalized,,,,,Zero errors among 5.12e6 bits,,,descriptive_only,insufficient_information,"1,9",Abstract; Data Transmission,,Figure 12,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-012,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-ERRORFREE,,communication,minimum_error_free_slot,Error-free slot duration by link,system,laboratory_experiment,set,eq,,,,,,ps,reported,reported,not_normalized,,,,,With or without Gray coding as stated,,,descriptive_only,insufficient_information,"9,11",Data Transmission; Conclusion,,Figure 12,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-013,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-JITTER,,joint,modulator_jitter_RMS,Custom PPM modulator jitter RMS,transmitter,laboratory_experiment,scalar,eq,7.65,,,,,ps,reported,reported,not_normalized,,,,,16000-symbol frame,,,descriptive_only,insufficient_information,"4,11",Digital-to-Time Conversion; Conclusion,,Figure 4,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-014,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-JITTER,,joint,pulse_transition_width,Electrical/optical transition widths,receiver,laboratory_experiment,set,eq,,,,,,ps,reported,reported,not_normalized,,,,,2.5 ns transmitted pulse,,,descriptive_only,insufficient_information,8-9,Preliminary Testing,,Figure 11,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-015,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-RANGE-B2B,,sensing,absolute_range_deviation,Optical-B2B absolute range deviation,system,laboratory_experiment,scalar,eq,0.6741,,,,,cm,reported,reported,not_normalized,,,,,Static reflector nominally 4 m; mean 4.0198 m,,,descriptive_only,insufficient_information,10,Indoor Range Measurements,Table 2,Figure 13,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-016,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-RANGE-40KM,,sensing,absolute_range_deviation,40 km SMF absolute range deviation,system,laboratory_experiment,scalar,eq,0.861,,,,,cm,reported,reported,not_normalized,,,,,Mean measured range 4.0189 m,,,descriptive_only,insufficient_information,10,Indoor Range Measurements,Table 2,Figure 13,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-017,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-RANGE-DCM,,sensing,absolute_range_deviation,40 km SMF plus DCM absolute range deviation,system,laboratory_experiment,scalar,eq,0.6144,,,,,cm,reported,reported,not_normalized,,,,,Mean measured range 4.0188 m; DCM -681 ps/nm,,,descriptive_only,insufficient_information,10,Indoor Range Measurements,Table 2,Figure 13,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-018,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-RANGE-STATS,,sensing,range_standard_deviation,Range standard deviations by link,system,laboratory_experiment,set,eq,,,,,,cm,reported,reported,not_normalized,,,,,Static indoor reflector,,,descriptive_only,insufficient_information,10,Indoor Range Measurements,Table 2,Figure 13,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-019,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-DEADTIME,,sensing,time_tagger_dead_time,ESTT dead time,receiver,laboratory_experiment,scalar,eq,40,,,,,ns,reported,reported,not_normalized,,,,,Commercial time tagger,,,descriptive_only,insufficient_information,"5,8",Time-to-Digital Conversion; Configurations,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-020,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-DEADTIME,,sensing,multi_target_range_resolution,Dead-time-limited target separation,system,analytical_model,scalar,approximately_eq,6,,,,,m,reported,reported,not_normalized,,,,,Current multi-target limitation,,,descriptive_only,insufficient_information,"8,11",Configurations; Conclusion,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-021,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-THERMAL,,sensing,apparent_range_drift,Uncompensated 40 km fiber range drift,channel,analytical_model,scalar,approximately_eq,24,,,,,cm/K,reported,reported,not_normalized,,,,,40 ps/km/K propagation-time coefficient at 1550 nm,,,descriptive_only,insufficient_information,8,Experimental Configurations,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-022,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-THERMAL,,sensing,static_delay_residual,Residual delay needed for sub-centimetre accuracy,calibration,analytical_model,threshold,less_than,67,,,,,ps,reported,reported,not_normalized,,,,,Periodic/continuous loopback recalibration,,,descriptive_only,insufficient_information,8,Experimental Configurations,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-023,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-OUTDOOR,,sensing,maximum_working_range,Outdoor vehicle working range,system,outdoor_field_experiment,scalar,approximately_eq,4,,,,,m,reported,reported,not_normalized,,,,,Low transmit power; curved passenger-vehicle target,,,descriptive_only,insufficient_information,10,Outdoor Range and Velocity Measurements,,Figure 14,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-024,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-OUTDOOR,,sensing,observation_duration,Outdoor tracking duration,scene,outdoor_field_experiment,scalar,eq,40,,,,,s,reported,reported,not_normalized,,,,,Vehicle stationary then accelerating away/toward RAU,,,descriptive_only,insufficient_information,10-11,Outdoor Range and Velocity Measurements,,Figure 14,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-001,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-ARRAY,,joint,edge_emitters,Number of OPA edge emitters,optical_front_end,numerical_simulation,scalar,eq,128,,,,,emitters,reported,reported,not_normalized,,,,,Horizontal OPA,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-002,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-ARRAY,,sensing,angle_grids,Number of target angle grids/scan rounds,scene,numerical_simulation,scalar,eq,21,,,,,grids,reported,reported,not_normalized,,,,,Extended target,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-003,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-WAVEFORM,,joint,CPI_duration,Coherent processing interval,waveform,numerical_simulation,scalar,eq,5120,,,,,ns,reported,reported,not_normalized,,,,,Each scan round,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-004,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-WAVEFORM,,sensing,samples_per_CPI,Samples per CPI,receiver,numerical_simulation,scalar,eq,256,,,,,samples,reported,reported,not_normalized,,,,,Sensing receiver,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-005,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-ARRAY,,joint,emitter_pitch,Emitter distance,optical_front_end,numerical_simulation,scalar,eq,6.2,,,,,micrometre,reported,reported,not_normalized,,,,,OPA edge-emitter pitch,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-006,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-ARRAY,,joint,optical_wavenumber,Optical wavenumber,optical_front_end,numerical_simulation,scalar,eq,4050000,,,,,m^-1,reported,reported,not_normalized,,,,,Far-field steering model,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-007,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-POWER,,joint,total_transmitted_power,Total transmitted power,transmitter,numerical_simulation,scalar,eq,0.1,,,,,W,reported,reported,not_normalized,,,,,OPA power constraint Pt,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-008,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-PD,,joint,photodiode_responsivity,Communication and sensing PD responsivity,receiver,numerical_simulation,paired_values,eq,,,,,,A/W,reported,reported,not_normalized,,,,,Square-law receivers,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00980-009,STC-SINGLETON-SCR-00980,SCR-00980,CS-SCR00980-NOISE,,joint,receiver_noise_power,Communication and sensing noise power,receiver,numerical_simulation,paired_values,eq,,,,,,A^2,reported,reported,not_normalized,,,,,Gaussian shot/thermal noise,,,descriptive_only,insufficient_information,5,Numerical Simulations,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
